"puma2020","cz90","afactor"
"604701",37000,0.995908480269457
"604701",37200,0.00408196096300992
"604702",37000,1.31755224128389e-05
"604702",37200,5.40029221780693e-08
"604701",37000,9.5587675328263e-06
"604702",37000,0.999986770474665
"605301",37500,1
"605302",37500,1
"605303",37500,1
"605500",37800,1
"609501",37800,0.00117182082928859
"605700",37400,0.790209793752724
"605700",37603,0.209790206247276
"605925",38300,0.0200226406740518
"605927",38300,9.30222953827194e-05
"605928",38300,0.939150402475636
"605921",38300,0.00172935584676878
"605926",38300,0.842287199263533
"605927",38300,0.0828311852073019
"605924",38300,0.168045657138039
"605925",38300,0.979977359325948
"605926",38300,0.157342117477419
"605921",38300,0.00483851699271523
"605922",38300,0.195768348259844
"605923",38300,1
"605924",38300,0.830979250768688
"605919",38300,0.00156417130432651
"605921",38300,0.993257351831053
"605922",38300,0.804231651740156
"605924",38300,0.000975092093273298
"605926",38300,0.000206892980091427
"605906",38300,0.999988700501987
"605907",38300,5.27323294304251e-05
"605906",38300,1.12994980126956e-05
"605907",38300,0.999889262110015
"605908",38300,1.12425233536286e-05
"603764",38300,7.500187011744e-05
"603779",38300,0.000234911293342822
"605907",38300,4.21858617352207e-05
"605908",38300,0.999988757476646
"605914",38300,1.05127599323473e-05
"605909",38300,1
"605919",38300,0.997839186026616
"605920",38300,0.0344863783919679
"605920",38300,0.965513621608032
"605921",38300,0.000101185718961953
"605912",38300,1
"605913",38300,1
"605919",38300,0.000182755412084844
"605914",38300,0.999989487240068
"605921",38300,7.35896105007993e-05
"605926",38300,0.000163790278956545
"605927",38300,0.917075792497315
"605928",38300,0.0608495975243644
"605916",38300,0.999993401038824
"605918",38300,2.81752053226093e-05
"605919",38300,0.000413887256973114
"605917",38300,1
"605916",38300,6.59896117599037e-06
"605918",38300,0.999971824794677
"606101",37400,0.997723726467752
"606102",37400,0.000828330740319142
"606101",37400,0.00227627353224814
"606102",37400,0.999162762477527
"606103",37400,1.78839677444098e-05
"606102",37400,8.90678215396926e-06
"606103",37400,0.999982116032256
"606501",38300,1
"606502",38300,1
"606523",38300,0.902652537342922
"606524",38300,0.089585188819899
"606524",38300,0.784314092192604
"606516",38300,1
"606517",38300,0.99986928881231
"606517",38300,0.000130711187689383
"606523",38300,0.0973474626570785
"606524",38300,0.126100718987497
"606525",38300,1
"606507",38300,0.999979173608797
"606509",38300,0.000305364241655904
"606518",38300,0.934302695378166
"606519",38300,0.962168624991242
"606509",38300,0.999694635758344
"606520",38300,4.18223377856515e-05
"606518",38300,0.065697304621834
"606519",38300,0.0378313750087576
"606520",38300,0.956414152583328
"606511",38300,0.999945311359533
"606522",38300,7.38170819085862e-06
"606511",38300,5.46886404671126e-05
"606520",38300,0.043544025078886
"606521",38300,0.800407630735217
"606522",38300,0.0808518514710559
"606521",38300,0.199592369264783
"606522",38300,0.919140766820753
"606514",38300,1
"606515",38300,1
"606701",37400,0.9999238726036
"606713",37400,1
"606717",37400,0.166737246623018
"606703",37400,1
"606701",37400,7.61273964000462e-05
"606704",37400,1
"606706",37400,1.71472173150218e-05
"606705",37400,1
"606706",37400,0.999982852782685
"606707",37400,1
"606714",37400,1
"606717",37400,0.0277451745084343
"606709",37400,1
"606715",37400,0.987426627577028
"606716",37400,0.571619532069354
"606717",37400,0.0504204707505264
"606715",37400,0.0125733724229717
"606716",37400,0.428380467930646
"606717",37400,0.755024508444801
"607708",37400,6.5310814761455e-06
"606712",37400,1
"607101",38300,1
"607103",38300,0.000161612775789195
"607102",38300,1
"607104",38300,6.36954238214803e-05
"607103",38300,0.999832401565759
"607104",38300,7.27947722511451e-05
"607103",38300,5.98565845210443e-06
"607104",38300,0.99868969414629
"607107",38300,0.00063956660913627
"607108",38300,5.93130407240562e-05
"607111",38300,0.000762098288623835
"607112",38300,0.000867453107984127
"607115",38300,0.00120765754714887
"607117",38300,0.00104818780207513
"606507",38300,2.08263912029324e-05
"607104",38300,4.54967326569657e-05
"607105",38300,1
"607116",38300,2.77906428396492e-05
"607108",38300,1.7793912613906e-05
"607116",38300,0.950977306304232
"607104",38300,0.00031847712859876
"607107",38300,0.999360433390864
"607104",38300,0.000791643102520144
"607108",38300,0.999922893046662
"607116",38300,0.00661417261392092
"607116",38300,0.0423807304390078
"607117",38300,0.998951812197925
"607110",38300,1
"607104",38300,1.81986938620307e-05
"607111",38300,0.99895967533613
"607112",38300,4.95687504630916e-05
"607115",38300,5.95324160200293e-05
"603712",38300,6.72278008903356e-06
"607111",38300,0.000278226375246306
"607112",38300,0.99899210210405
"607118",38300,0.000100677509109676
"607118",38300,0.988866252822089
"607119",38300,0.00194612043852495
"607112",38300,7.43531218060001e-05
"607118",38300,0.0110330696688009
"607119",38300,0.998053879561475
"607115",38300,0.998732810036831
"607301",38000,1
"607324",38000,1.64790795742522e-05
"607302",38000,0.999974293278966
"607307",38000,2.84257798013343e-05
"607323",38000,0.970232102420229
"607324",38000,0.945174100887363
"607323",38000,0.0297678975797706
"607325",38000,1
"607302",38000,2.57067210334695e-05
"607306",38000,1
"607307",38000,0.999971574220199
"607308",38000,1
"607324",38000,0.0548094200330624
"607326",38000,0.99998709644146
"607310",38000,1
"607326",38000,1.29035585396324e-05
"607311",38000,1
"607312",38000,1
"607313",38000,0.999607336556333
"607314",38000,0.000155153808436841
"607313",38000,0.000392663443667283
"607314",38000,0.999264705866636
"607315",38000,1
"607317",38000,3.06821878828169e-05
"607316",38000,1
"607314",38000,0.000580140324927684
"607317",38000,0.999969317812117
"607327",38000,0.999879826950809
"607328",38000,0.00117364329762752
"607329",38000,0.0413556798805327
"607330",38000,1.13001372966682e-05
"607328",38000,0.998826356702373
"607329",38000,0.0327615631065296
"607329",38000,0.925882757012938
"607330",38000,0.0195096870426976
"607327",38000,0.000120173049190835
"607330",38000,0.980479012820006
"607322",38000,1
"607508",37800,1
"607514",37800,0.449756351678406
"607509",37800,0.621903664438811
"607514",37800,0.429407104329235
"607509",37800,0.378096335561189
"607510",37800,1
"607511",37800,0.0904233354805675
"607511",37800,0.788745189369539
"607514",37800,0.12083654399236
"607511",37800,0.0565135523512215
"607512",37800,1
"607507",37800,1.82842097564543e-05
"607511",37800,0.064317922798672
"607513",37800,0.999980590439172
"607507",37800,0.999981715790244
"608102",37800,0.00015328932973593
"607705",37400,0.969797159326153
"607706",37400,0.966388423401814
"607707",37400,0.999932259812047
"607709",37400,1
"606717",37400,7.25996732202374e-05
"607705",37400,0.0302028406738473
